  0.000004  0.003932
  0.070516  0.553311
  0.704485  0.223869
  0.306845  0.057583
  0.380464  0.178341
  0.123564  0.098096
  0.024094  0.048069
  0.567946  0.392173
  0.568619  1.858682
  1.364327  0.493878
  0.241850  1.083937
  0.366377  1.372786
  0.888826  0.795581
  0.017592  0.466569
  0.027472  0.361903
  0.377192  0.130613
  0.556076  0.858883
  0.003864  0.611891
  0.241780  0.802390
  0.034590  1.198885
  0.270201  1.168900
  0.580413  0.307617
  0.444553  0.416917
  1.332757  0.228588
  0.935943  0.006572
  0.374255  0.304133
  0.048236  0.029268
  0.530541  0.425347
  0.268926  0.268376
  0.603974  1.111817
  0.000008  0.003929
  0.152635  0.385866
  0.357912  0.464843
  1.246269  0.525099
  0.033890  0.728868
  0.288054  1.599369
  0.049407  0.022821
  0.221373  1.000192
  0.222045  0.175777
  1.017753  0.590284
  0.728367  0.348655
  0.019803  0.269246
  0.542252  1.681172
  0.035825  0.424445
  0.056541  0.309609
  0.030619  0.602308
  0.209502  0.080897
  0.007758  0.598972
  0.727996  0.268628
  0.071753  0.923332
  0.900820  0.332741
  0.233839  0.740769
  0.097979  1.878426
  0.986184  0.286789
  0.589370  0.091295
  0.027681  1.320973
  0.101627  1.674645
  0.183967  1.256420
  0.891891  3.674486
  0.257401  0.105728
  0.000012  0.003925
  0.250944  0.260649
  0.155179  0.947616
  0.235763  0.106276
  0.456027  0.133594
  0.534834  0.673974
  0.076071  3.010234
  0.018640  0.102807
  0.019313  0.480003
  0.815021  0.709828
  0.081557  0.063108
  0.408504  1.136297
  0.339519  0.072155
  0.054749  0.385596
  0.087406  0.262271
  0.444703  0.093462
  0.006770  0.325269
  0.011683  0.586379
  0.081405  0.016383
  0.111901  0.746706
  0.145482  0.035473
  0.031107  0.044929
  0.728208  0.245239
  0.783451  0.352669
  0.386637  0.193364
  0.434687  0.256956
  0.161409  1.031492
  1.631894  0.153972
  0.142508  0.437763
  0.054668  0.336088
  0.000016  0.003921
  0.373433  0.160594
  0.011338  0.049419
  0.899696  0.659938
  0.070246  0.604833
  1.043078  0.368307
  0.104237  1.503164
  0.628438  0.353610
  0.631482  1.388803
  0.671180  0.867245
  0.381794  0.664151
  0.040424  0.237037
  0.195679  0.180783
  0.074417  0.349549
  0.120302  0.219029
  0.063236  0.511928
  0.576953  0.822753
  0.015638  0.574095
  0.381423  0.523227
  0.155556  0.616448
  0.554246  0.526345
  0.687362  0.254719
  0.219956  0.801453
  0.639610  0.428565
  0.242796  0.321756
  0.056985  1.039400
  0.229322  0.759252
  0.478134  0.472248
  0.545318  0.091576
  0.816769  0.776088
  0.000020  0.003917
  0.536018  0.077261
  0.752599  0.206627
  0.173540  0.160228
  0.545078  0.092524
  0.049797  0.179989
  0.134086  1.169014
  0.250704  0.880487
  0.252490  0.149551
  0.559608  1.098289
  1.247541  0.216601
  0.454511  0.976397
  0.084107  0.319756
  0.094891  0.315926
  0.155515  0.179231
  0.522774  0.058881
  0.219832  0.073054
  0.019626  0.562106
  1.244928  0.154217
  0.203391  0.513207
  0.045745  0.132971
  0.284460  0.623082
  1.449149  0.117679
  0.528038  0.518080
  0.131224  0.494955
  0.503441  0.213849
  0.307930  0.583975
  0.157078  1.575670
  0.041689  0.695872
  0.352562  0.045522
  0.000023  0.003913
  0.778486  0.005853
  0.381390  0.437216
  0.696963  0.845138
  0.109453  0.505532
  0.188260  0.043514
  0.165829  0.970493
  0.038002  0.080823
  0.039402  0.432823
  0.468447  1.540909
  0.179061  1.722090
  0.061931  0.206779
  2.126972  0.512892
  0.116239  0.284423
  0.193398  0.142369
  0.098130  0.435411
  0.013632  0.312545
  0.023645  0.550398
  0.178690  1.068485
  0.256291  0.427678
  0.351514  0.846493
  0.064278  0.012978
  0.381634  0.484762
  0.436878  0.627192
  0.040064  0.762141
  0.088114  0.860359
  0.401246  0.454448
  1.285321  0.180690
  0.342586  0.204254
  0.116057  0.243743
  0.000027  0.003909
  1.267665  1.060545
  0.170708  0.878087
  0.118210  0.220713
  0.653502  0.054573
  0.380407  0.998987
  0.199726  0.828771
  0.697270  0.317810
  0.703401  1.150912
  0.391372  0.009811
  0.576821  0.439217
  0.505183  0.855431
  0.848472  0.831734
  0.138539  0.254788
  0.234387  0.108038
  0.615332  0.026538
  0.598739  0.789059
  0.027697  0.538957
  0.575863  0.345148
  0.315458  0.354665
  1.278105  0.254201
  0.823593  0.206886
  0.065531  0.016137
  0.359802  0.766962
  1.283068  1.374873
  0.583180  0.174165
  0.516067  0.351666
  0.430703  0.524008
  1.215183  1.258880
  1.194802  0.577022
  0.000031  0.003905
  0.026860  0.690278
  0.022940  0.037195
  0.553122  1.142525
  0.151999  0.422723
  0.696505  0.518426
  0.236088  0.718475
  0.281865  0.783976
  0.284909  0.124633
  0.324606  0.044273
  0.035220  0.112238
  0.084405  0.178247
  0.521668  1.944983
  0.161880  0.226811
  0.279040  0.075915
  0.135643  0.369064
  0.230379  0.065332
  0.031782  0.527772
  0.034849  0.061172
  0.382577  0.290968
  0.207673  1.983203
  0.340789  0.527886
  0.622073  0.292400
  0.293037  0.961649
  0.733395  0.047094
  0.121310  0.728798
  0.665371  0.266451
  0.131561  2.696133
  0.198745  0.349945
  0.470195  2.050704
  0.000035  0.003901
  0.101572  0.479891
  0.805839  0.189961
  0.068398  0.289535
  0.792141  0.019301
  1.763934  0.277974
  0.275304  0.628166
  0.058145  0.059766
  0.060332  0.389713
  0.265715  0.081286
  0.300301  0.850675
  0.561576  0.758104
  0.325703  0.080430
  0.186365  0.200318
  0.328075  0.045731
  0.729006  2.432744
  0.020590  0.300137
  0.035900  0.516832
  0.299592  0.657902
  0.460124  0.234475
  0.708116  0.414566
  0.099808  1.680554
  0.178902  0.961411
  0.234145  1.284834
  0.477908  0.139673
  0.678094  0.137400
  0.879212  0.193668
  1.082590  0.208918
  0.681277  0.045708
  0.186050  0.165824
  0.000039  0.003897
  0.189444  0.332266
  0.406025  0.411035
  0.441550  1.979841
  0.198505  0.351699
  0.105109  0.116289
  0.317860  0.551701
  0.777113  0.284403
  0.787431  0.990376
  0.213035  0.121260
  0.900967  0.284634
  0.107937  0.151256
  0.185281  0.191087
  0.212111  0.175157
  0.382446  0.017266
  0.176200  0.310499
  0.621519  0.757493
  0.040053  0.506126
  0.898355  0.214105
  0.551946  0.183723
  0.096101  0.078963
  1.011444  0.163233
  1.102576  0.153827
  0.181465  2.481112
  0.309641  0.253380
  0.156868  0.624742
  1.260675  0.130145
  0.387384  0.581752
  0.087173  0.556399
  0.005989  0.435025
